nohup: ignoring input
Not init distributed mode.
Start training
/home/multi-gpu/anaconda3/envs/RT/lib/python3.10/site-packages/torch/_utils.py:776: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
Initial lr:  [5e-05, 5e-05, 5e-05]
Resume checkpoint from ./output/rtdetr_regnet_6x_coco/checkpoint0067.pth
Loading last_epoch
Loading model.state_dict
Loading ema.state_dict
Loading optimizer.state_dict
Loading lr_scheduler.state_dict
loading annotations into memory...
Done (t=7.87s)
creating index...
index created!
loading annotations into memory...
Done (t=0.25s)
creating index...
index created!
number of params: 38516260
Epoch: [68]  [    0/14785]  eta: 6:19:27  lr: 0.000100  loss: 13.9568 (13.9568)  loss_vfl: 0.6038 (0.6038)  loss_bbox: 0.0901 (0.0901)  loss_giou: 0.4275 (0.4275)  loss_vfl_aux_0: 0.7179 (0.7179)  loss_bbox_aux_0: 0.1064 (0.1064)  loss_giou_aux_0: 0.4618 (0.4618)  loss_vfl_aux_1: 0.6427 (0.6427)  loss_bbox_aux_1: 0.0992 (0.0992)  loss_giou_aux_1: 0.4520 (0.4520)  loss_vfl_aux_2: 0.5752 (0.5752)  loss_bbox_aux_2: 0.1133 (0.1133)  loss_giou_aux_2: 0.4500 (0.4500)  loss_vfl_aux_3: 0.6131 (0.6131)  loss_bbox_aux_3: 0.0929 (0.0929)  loss_giou_aux_3: 0.4327 (0.4327)  loss_vfl_aux_4: 0.6150 (0.6150)  loss_bbox_aux_4: 0.0902 (0.0902)  loss_giou_aux_4: 0.4275 (0.4275)  loss_vfl_aux_5: 0.7591 (0.7591)  loss_bbox_aux_5: 0.1382 (0.1382)  loss_giou_aux_5: 0.5179 (0.5179)  loss_vfl_dn_0: 0.4497 (0.4497)  loss_bbox_dn_0: 0.2258 (0.2258)  loss_giou_dn_0: 0.5250 (0.5250)  loss_vfl_dn_1: 0.3801 (0.3801)  loss_bbox_dn_1: 0.1550 (0.1550)  loss_giou_dn_1: 0.4179 (0.4179)  loss_vfl_dn_2: 0.3656 (0.3656)  loss_bbox_dn_2: 0.1170 (0.1170)  loss_giou_dn_2: 0.3809 (0.3809)  loss_vfl_dn_3: 0.3562 (0.3562)  loss_bbox_dn_3: 0.1098 (0.1098)  loss_giou_dn_3: 0.3765 (0.3765)  loss_vfl_dn_4: 0.3512 (0.3512)  loss_bbox_dn_4: 0.1093 (0.1093)  loss_giou_dn_4: 0.3744 (0.3744)  loss_vfl_dn_5: 0.3515 (0.3515)  loss_bbox_dn_5: 0.1093 (0.1093)  loss_giou_dn_5: 0.3748 (0.3748)  time: 1.5399  data: 0.4041  max mem: 10503
Epoch: [70]  [ 4100/14785]  eta: 1:24:46  lr: 0.000100  loss: 15.0539 (15.2955)  loss_vfl: 0.6313 (0.6764)  loss_bbox: 0.1370 (0.1510)  loss_giou: 0.4006 (0.4456)  loss_vfl_aux_0: 0.7280 (0.7682)  loss_bbox_aux_0: 0.1544 (0.1620)  loss_giou_aux_0: 0.4202 (0.4670)  loss_vfl_aux_1: 0.6822 (0.7234)  loss_bbox_aux_1: 0.1472 (0.1555)  loss_giou_aux_1: 0.4033 (0.4552)  loss_vfl_aux_2: 0.6525 (0.7007)  loss_bbox_aux_2: 0.1420 (0.1532)  loss_giou_aux_2: 0.4387 (0.4503)  loss_vfl_aux_3: 0.6476 (0.6884)  loss_bbox_aux_3: 0.1471 (0.1517)  loss_giou_aux_3: 0.4183 (0.4470)  loss_vfl_aux_4: 0.6393 (0.6807)  loss_bbox_aux_4: 0.1413 (0.1510)  loss_giou_aux_4: 0.4109 (0.4457)  loss_vfl_aux_5: 0.7466 (0.7603)  loss_bbox_aux_5: 0.1977 (0.1955)  loss_giou_aux_5: 0.5079 (0.5254)  loss_vfl_dn_0: 0.4349 (0.4438)  loss_bbox_dn_0: 0.2621 (0.2609)  loss_giou_dn_0: 0.5380 (0.5453)  loss_vfl_dn_1: 0.3711 (0.3777)  loss_bbox_dn_1: 0.1743 (0.1905)  loss_giou_dn_1: 0.4371 (0.4370)  loss_vfl_dn_2: 0.3513 (0.3603)  loss_bbox_dn_2: 0.1450 (0.1701)  loss_giou_dn_2: 0.4224 (0.4085)  loss_vfl_dn_3: 0.3460 (0.3539)  loss_bbox_dn_3: 0.1414 (0.1651)  loss_giou_dn_3: 0.4138 (0.4015)  loss_vfl_dn_4: 0.3454 (0.3512)  loss_bbox_dn_4: 0.1421 (0.1634)  loss_giou_dn_4: 0.4100 (0.3989)  loss_vfl_dn_5: 0.3443 (0.3506)  loss_bbox_dn_5: 0.1422 (0.1634)  loss_giou_dn_5: 0.4106 (0.3992)  time: 0.4475  data: 0.0096  max mem: 16873
Epoch: [70]  [ 4200/14785]  eta: 1:24:01  lr: 0.000100  loss: 15.2018 (15.2954)  loss_vfl: 0.6162 (0.6763)  loss_bbox: 0.1545 (0.1509)  loss_giou: 0.4530 (0.4458)  loss_vfl_aux_0: 0.7027 (0.7681)  loss_bbox_aux_0: 0.1494 (0.1619)  loss_giou_aux_0: 0.4785 (0.4671)  loss_vfl_aux_1: 0.6502 (0.7234)  loss_bbox_aux_1: 0.1274 (0.1554)  loss_giou_aux_1: 0.4689 (0.4553)  loss_vfl_aux_2: 0.6420 (0.7005)  loss_bbox_aux_2: 0.1450 (0.1531)  loss_giou_aux_2: 0.4503 (0.4505)  loss_vfl_aux_3: 0.6391 (0.6883)  loss_bbox_aux_3: 0.1468 (0.1516)  loss_giou_aux_3: 0.4542 (0.4472)  loss_vfl_aux_4: 0.6181 (0.6806)  loss_bbox_aux_4: 0.1544 (0.1510)  loss_giou_aux_4: 0.4585 (0.4459)  loss_vfl_aux_5: 0.6809 (0.7600)  loss_bbox_aux_5: 0.1773 (0.1953)  loss_giou_aux_5: 0.5574 (0.5256)  loss_vfl_dn_0: 0.4303 (0.4437)  loss_bbox_dn_0: 0.1778 (0.2606)  loss_giou_dn_0: 0.5645 (0.5454)  loss_vfl_dn_1: 0.3831 (0.3777)  loss_bbox_dn_1: 0.1351 (0.1904)  loss_giou_dn_1: 0.4488 (0.4371)  loss_vfl_dn_2: 0.3662 (0.3603)  loss_bbox_dn_2: 0.1212 (0.1700)  loss_giou_dn_2: 0.4247 (0.4086)  loss_vfl_dn_3: 0.3569 (0.3540)  loss_bbox_dn_3: 0.1180 (0.1651)  loss_giou_dn_3: 0.4143 (0.4016)  loss_vfl_dn_4: 0.3562 (0.3513)  loss_bbox_dn_4: 0.1172 (0.1634)  loss_giou_dn_4: 0.4155 (0.3990)  loss_vfl_dn_5: 0.3569 (0.3506)  loss_bbox_dn_5: 0.1172 (0.1634)  loss_giou_dn_5: 0.4155 (0.3993)  time: 0.5127  data: 0.0103  max mem: 16873
Epoch: [70]  [ 4300/14785]  eta: 1:23:13  lr: 0.000100  loss: 14.9238 (15.3004)  loss_vfl: 0.6613 (0.6765)  loss_bbox: 0.1527 (0.1510)  loss_giou: 0.4060 (0.4457)  loss_vfl_aux_0: 0.7726 (0.7685)  loss_bbox_aux_0: 0.1623 (0.1620)  loss_giou_aux_0: 0.4427 (0.4671)  loss_vfl_aux_1: 0.7022 (0.7237)  loss_bbox_aux_1: 0.1573 (0.1555)  loss_giou_aux_1: 0.4113 (0.4553)  loss_vfl_aux_2: 0.6968 (0.7009)  loss_bbox_aux_2: 0.1537 (0.1532)  loss_giou_aux_2: 0.4076 (0.4504)  loss_vfl_aux_3: 0.6733 (0.6885)  loss_bbox_aux_3: 0.1465 (0.1517)  loss_giou_aux_3: 0.4049 (0.4471)  loss_vfl_aux_4: 0.6675 (0.6809)  loss_bbox_aux_4: 0.1499 (0.1510)  loss_giou_aux_4: 0.4061 (0.4458)  loss_vfl_aux_5: 0.7598 (0.7602)  loss_bbox_aux_5: 0.1973 (0.1955)  loss_giou_aux_5: 0.4760 (0.5256)  loss_vfl_dn_0: 0.4435 (0.4438)  loss_bbox_dn_0: 0.2694 (0.2611)  loss_giou_dn_0: 0.5658 (0.5455)  loss_vfl_dn_1: 0.3814 (0.3778)  loss_bbox_dn_1: 0.2025 (0.1907)  loss_giou_dn_1: 0.4528 (0.4372)  loss_vfl_dn_2: 0.3628 (0.3604)  loss_bbox_dn_2: 0.1797 (0.1703)  loss_giou_dn_2: 0.4113 (0.4087)  loss_vfl_dn_3: 0.3596 (0.3540)  loss_bbox_dn_3: 0.1729 (0.1654)  loss_giou_dn_3: 0.3959 (0.4017)  loss_vfl_dn_4: 0.3528 (0.3514)  loss_bbox_dn_4: 0.1702 (0.1636)  loss_giou_dn_4: 0.3888 (0.3991)  loss_vfl_dn_5: 0.3541 (0.3507)  loss_bbox_dn_5: 0.1702 (0.1637)  loss_giou_dn_5: 0.3890 (0.3993)  time: 0.4982  data: 0.0100  max mem: 16873
Epoch: [70]  [ 4400/14785]  eta: 1:22:25  lr: 0.000100  loss: 14.9440 (15.3002)  loss_vfl: 0.6178 (0.6767)  loss_bbox: 0.1414 (0.1510)  loss_giou: 0.4139 (0.4454)  loss_vfl_aux_0: 0.7107 (0.7687)  loss_bbox_aux_0: 0.1469 (0.1620)  loss_giou_aux_0: 0.4214 (0.4668)  loss_vfl_aux_1: 0.6714 (0.7238)  loss_bbox_aux_1: 0.1426 (0.1555)  loss_giou_aux_1: 0.4156 (0.4550)  loss_vfl_aux_2: 0.6386 (0.7011)  loss_bbox_aux_2: 0.1345 (0.1532)  loss_giou_aux_2: 0.4255 (0.4500)  loss_vfl_aux_3: 0.6287 (0.6886)  loss_bbox_aux_3: 0.1355 (0.1518)  loss_giou_aux_3: 0.4136 (0.4468)  loss_vfl_aux_4: 0.6191 (0.6810)  loss_bbox_aux_4: 0.1414 (0.1511)  loss_giou_aux_4: 0.4178 (0.4455)  loss_vfl_aux_5: 0.6898 (0.7605)  loss_bbox_aux_5: 0.1693 (0.1953)  loss_giou_aux_5: 0.4871 (0.5253)  loss_vfl_dn_0: 0.4457 (0.4438)  loss_bbox_dn_0: 0.2199 (0.2610)  loss_giou_dn_0: 0.5280 (0.5455)  loss_vfl_dn_1: 0.3752 (0.3778)  loss_bbox_dn_1: 0.1584 (0.1907)  loss_giou_dn_1: 0.4344 (0.4372)  loss_vfl_dn_2: 0.3659 (0.3605)  loss_bbox_dn_2: 0.1426 (0.1703)  loss_giou_dn_2: 0.4006 (0.4087)  loss_vfl_dn_3: 0.3553 (0.3541)  loss_bbox_dn_3: 0.1379 (0.1654)  loss_giou_dn_3: 0.3934 (0.4017)  loss_vfl_dn_4: 0.3493 (0.3514)  loss_bbox_dn_4: 0.1358 (0.1637)  loss_giou_dn_4: 0.3901 (0.3991)  loss_vfl_dn_5: 0.3494 (0.3508)  loss_bbox_dn_5: 0.1358 (0.1637)  loss_giou_dn_5: 0.3904 (0.3994)  time: 0.5052  data: 0.0097  max mem: 16873
Epoch: [70]  [ 4500/14785]  eta: 1:21:40  lr: 0.000100  loss: 14.7284 (15.3057)  loss_vfl: 0.6741 (0.6773)  loss_bbox: 0.1351 (0.1512)  loss_giou: 0.3710 (0.4451)  loss_vfl_aux_0: 0.7517 (0.7693)  loss_bbox_aux_0: 0.1430 (0.1622)  loss_giou_aux_0: 0.3890 (0.4666)  loss_vfl_aux_1: 0.6942 (0.7243)  loss_bbox_aux_1: 0.1368 (0.1558)  loss_giou_aux_1: 0.3720 (0.4547)  loss_vfl_aux_2: 0.6955 (0.7016)  loss_bbox_aux_2: 0.1368 (0.1534)  loss_giou_aux_2: 0.3754 (0.4497)  loss_vfl_aux_3: 0.6821 (0.6891)  loss_bbox_aux_3: 0.1382 (0.1519)  loss_giou_aux_3: 0.3790 (0.4465)  loss_vfl_aux_4: 0.6706 (0.6815)  loss_bbox_aux_4: 0.1359 (0.1512)  loss_giou_aux_4: 0.3721 (0.4452)  loss_vfl_aux_5: 0.7276 (0.7610)  loss_bbox_aux_5: 0.1791 (0.1957)  loss_giou_aux_5: 0.4256 (0.5250)  loss_vfl_dn_0: 0.4400 (0.4439)  loss_bbox_dn_0: 0.2355 (0.2615)  loss_giou_dn_0: 0.5242 (0.5455)  loss_vfl_dn_1: 0.3841 (0.3779)  loss_bbox_dn_1: 0.1696 (0.1911)  loss_giou_dn_1: 0.4183 (0.4372)  loss_vfl_dn_2: 0.3690 (0.3605)  loss_bbox_dn_2: 0.1508 (0.1707)  loss_giou_dn_2: 0.3838 (0.4087)  loss_vfl_dn_3: 0.3618 (0.3542)  loss_bbox_dn_3: 0.1409 (0.1657)  loss_giou_dn_3: 0.3814 (0.4017)  loss_vfl_dn_4: 0.3595 (0.3515)  loss_bbox_dn_4: 0.1408 (0.1640)  loss_giou_dn_4: 0.3767 (0.3991)  loss_vfl_dn_5: 0.3588 (0.3509)  loss_bbox_dn_5: 0.1408 (0.1640)  loss_giou_dn_5: 0.3778 (0.3993)  time: 0.4487  data: 0.0092  max mem: 16873
Epoch: [70]  [ 4600/14785]  eta: 1:20:55  lr: 0.000100  loss: 14.4755 (15.3026)  loss_vfl: 0.6688 (0.6770)  loss_bbox: 0.1395 (0.1509)  loss_giou: 0.3492 (0.4457)  loss_vfl_aux_0: 0.7708 (0.7688)  loss_bbox_aux_0: 0.1516 (0.1620)  loss_giou_aux_0: 0.3992 (0.4672)  loss_vfl_aux_1: 0.7162 (0.7239)  loss_bbox_aux_1: 0.1355 (0.1555)  loss_giou_aux_1: 0.3685 (0.4553)  loss_vfl_aux_2: 0.7003 (0.7012)  loss_bbox_aux_2: 0.1386 (0.1531)  loss_giou_aux_2: 0.3557 (0.4503)  loss_vfl_aux_3: 0.6995 (0.6887)  loss_bbox_aux_3: 0.1403 (0.1517)  loss_giou_aux_3: 0.3606 (0.4471)  loss_vfl_aux_4: 0.6780 (0.6811)  loss_bbox_aux_4: 0.1389 (0.1510)  loss_giou_aux_4: 0.3490 (0.4458)  loss_vfl_aux_5: 0.7389 (0.7605)  loss_bbox_aux_5: 0.1844 (0.1954)  loss_giou_aux_5: 0.4512 (0.5256)  loss_vfl_dn_0: 0.4431 (0.4439)  loss_bbox_dn_0: 0.2347 (0.2608)  loss_giou_dn_0: 0.4831 (0.5455)  loss_vfl_dn_1: 0.3724 (0.3779)  loss_bbox_dn_1: 0.1853 (0.1906)  loss_giou_dn_1: 0.3783 (0.4373)  loss_vfl_dn_2: 0.3636 (0.3605)  loss_bbox_dn_2: 0.1649 (0.1701)  loss_giou_dn_2: 0.3461 (0.4088)  loss_vfl_dn_3: 0.3569 (0.3542)  loss_bbox_dn_3: 0.1562 (0.1652)  loss_giou_dn_3: 0.3344 (0.4018)  loss_vfl_dn_4: 0.3538 (0.3515)  loss_bbox_dn_4: 0.1515 (0.1635)  loss_giou_dn_4: 0.3293 (0.3992)  loss_vfl_dn_5: 0.3523 (0.3508)  loss_bbox_dn_5: 0.1516 (0.1635)  loss_giou_dn_5: 0.3300 (0.3995)  time: 0.5710  data: 0.0096  max mem: 16873
Epoch: [70]  [ 4700/14785]  eta: 1:20:21  lr: 0.000100  loss: 15.2838 (15.2989)  loss_vfl: 0.6876 (0.6770)  loss_bbox: 0.1526 (0.1508)  loss_giou: 0.4180 (0.4454)  loss_vfl_aux_0: 0.7325 (0.7686)  loss_bbox_aux_0: 0.1570 (0.1620)  loss_giou_aux_0: 0.4176 (0.4670)  loss_vfl_aux_1: 0.6941 (0.7237)  loss_bbox_aux_1: 0.1498 (0.1555)  loss_giou_aux_1: 0.4170 (0.4552)  loss_vfl_aux_2: 0.7055 (0.7013)  loss_bbox_aux_2: 0.1475 (0.1531)  loss_giou_aux_2: 0.4051 (0.4501)  loss_vfl_aux_3: 0.6944 (0.6888)  loss_bbox_aux_3: 0.1443 (0.1516)  loss_giou_aux_3: 0.4188 (0.4469)  loss_vfl_aux_4: 0.6863 (0.6811)  loss_bbox_aux_4: 0.1519 (0.1509)  loss_giou_aux_4: 0.4173 (0.4456)  loss_vfl_aux_5: 0.7354 (0.7603)  loss_bbox_aux_5: 0.1903 (0.1953)  loss_giou_aux_5: 0.4961 (0.5254)  loss_vfl_dn_0: 0.4429 (0.4439)  loss_bbox_dn_0: 0.2766 (0.2608)  loss_giou_dn_0: 0.5214 (0.5455)  loss_vfl_dn_1: 0.3704 (0.3778)  loss_bbox_dn_1: 0.2115 (0.1905)  loss_giou_dn_1: 0.4107 (0.4372)  loss_vfl_dn_2: 0.3558 (0.3604)  loss_bbox_dn_2: 0.1829 (0.1701)  loss_giou_dn_2: 0.3783 (0.4087)  loss_vfl_dn_3: 0.3476 (0.3541)  loss_bbox_dn_3: 0.1800 (0.1651)  loss_giou_dn_3: 0.3752 (0.4017)  loss_vfl_dn_4: 0.3466 (0.3514)  loss_bbox_dn_4: 0.1796 (0.1635)  loss_giou_dn_4: 0.3739 (0.3991)  loss_vfl_dn_5: 0.3505 (0.3508)  loss_bbox_dn_5: 0.1796 (0.1635)  loss_giou_dn_5: 0.3736 (0.3994)  time: 0.5521  data: 0.0094  max mem: 16873
Epoch: [70]  [ 4800/14785]  eta: 1:19:49  lr: 0.000100  loss: 15.7750 (15.3055)  loss_vfl: 0.6757 (0.6772)  loss_bbox: 0.1316 (0.1508)  loss_giou: 0.4314 (0.4458)  loss_vfl_aux_0: 0.7578 (0.7689)  loss_bbox_aux_0: 0.1440 (0.1619)  loss_giou_aux_0: 0.4829 (0.4674)  loss_vfl_aux_1: 0.7236 (0.7239)  loss_bbox_aux_1: 0.1360 (0.1555)  loss_giou_aux_1: 0.4410 (0.4556)  loss_vfl_aux_2: 0.7004 (0.7016)  loss_bbox_aux_2: 0.1348 (0.1530)  loss_giou_aux_2: 0.4238 (0.4504)  loss_vfl_aux_3: 0.6979 (0.6891)  loss_bbox_aux_3: 0.1279 (0.1515)  loss_giou_aux_3: 0.4123 (0.4472)  loss_vfl_aux_4: 0.6923 (0.6813)  loss_bbox_aux_4: 0.1306 (0.1508)  loss_giou_aux_4: 0.4191 (0.4459)  loss_vfl_aux_5: 0.7397 (0.7604)  loss_bbox_aux_5: 0.1844 (0.1953)  loss_giou_aux_5: 0.5848 (0.5259)  loss_vfl_dn_0: 0.4394 (0.4439)  loss_bbox_dn_0: 0.2274 (0.2608)  loss_giou_dn_0: 0.5563 (0.5459)  loss_vfl_dn_1: 0.3792 (0.3779)  loss_bbox_dn_1: 0.1819 (0.1905)  loss_giou_dn_1: 0.4213 (0.4376)  loss_vfl_dn_2: 0.3549 (0.3605)  loss_bbox_dn_2: 0.1583 (0.1700)  loss_giou_dn_2: 0.3901 (0.4091)  loss_vfl_dn_3: 0.3458 (0.3542)  loss_bbox_dn_3: 0.1484 (0.1651)  loss_giou_dn_3: 0.3794 (0.4021)  loss_vfl_dn_4: 0.3459 (0.3515)  loss_bbox_dn_4: 0.1441 (0.1634)  loss_giou_dn_4: 0.3780 (0.3995)  loss_vfl_dn_5: 0.3461 (0.3509)  loss_bbox_dn_5: 0.1440 (0.1635)  loss_giou_dn_5: 0.3793 (0.3997)  time: 0.6203  data: 0.0093  max mem: 16873
Epoch: [70]  [ 4900/14785]  eta: 1:19:19  lr: 0.000100  loss: 15.1982 (15.3045)  loss_vfl: 0.6916 (0.6772)  loss_bbox: 0.1410 (0.1508)  loss_giou: 0.3417 (0.4459)  loss_vfl_aux_0: 0.7617 (0.7687)  loss_bbox_aux_0: 0.1721 (0.1620)  loss_giou_aux_0: 0.3945 (0.4676)  loss_vfl_aux_1: 0.7492 (0.7238)  loss_bbox_aux_1: 0.1614 (0.1555)  loss_giou_aux_1: 0.3543 (0.4557)  loss_vfl_aux_2: 0.6884 (0.7014)  loss_bbox_aux_2: 0.1638 (0.1530)  loss_giou_aux_2: 0.3554 (0.4505)  loss_vfl_aux_3: 0.6937 (0.6890)  loss_bbox_aux_3: 0.1634 (0.1516)  loss_giou_aux_3: 0.3683 (0.4473)  loss_vfl_aux_4: 0.7085 (0.6814)  loss_bbox_aux_4: 0.1410 (0.1509)  loss_giou_aux_4: 0.3711 (0.4460)  loss_vfl_aux_5: 0.7526 (0.7603)  loss_bbox_aux_5: 0.2088 (0.1953)  loss_giou_aux_5: 0.4776 (0.5260)  loss_vfl_dn_0: 0.4283 (0.4439)  loss_bbox_dn_0: 0.2636 (0.2606)  loss_giou_dn_0: 0.4695 (0.5457)  loss_vfl_dn_1: 0.3474 (0.3779)  loss_bbox_dn_1: 0.1801 (0.1904)  loss_giou_dn_1: 0.3635 (0.4375)  loss_vfl_dn_2: 0.3264 (0.3605)  loss_bbox_dn_2: 0.1767 (0.1699)  loss_giou_dn_2: 0.3355 (0.4090)  loss_vfl_dn_3: 0.3246 (0.3541)  loss_bbox_dn_3: 0.1722 (0.1650)  loss_giou_dn_3: 0.3264 (0.4020)  loss_vfl_dn_4: 0.3265 (0.3514)  loss_bbox_dn_4: 0.1686 (0.1633)  loss_giou_dn_4: 0.3222 (0.3994)  loss_vfl_dn_5: 0.3250 (0.3508)  loss_bbox_dn_5: 0.1687 (0.1633)  loss_giou_dn_5: 0.3219 (0.3996)  time: 0.6096  data: 0.0094  max mem: 16873
Epoch: [70]  [ 5000/14785]  eta: 1:18:54  lr: 0.000100  loss: 14.7149 (15.2996)  loss_vfl: 0.6475 (0.6771)  loss_bbox: 0.1443 (0.1509)  loss_giou: 0.4123 (0.4454)  loss_vfl_aux_0: 0.7727 (0.7691)  loss_bbox_aux_0: 0.1493 (0.1619)  loss_giou_aux_0: 0.4189 (0.4671)  loss_vfl_aux_1: 0.7145 (0.7239)  loss_bbox_aux_1: 0.1440 (0.1555)  loss_giou_aux_1: 0.4061 (0.4552)  loss_vfl_aux_2: 0.6685 (0.7014)  loss_bbox_aux_2: 0.1445 (0.1530)  loss_giou_aux_2: 0.4139 (0.4501)  loss_vfl_aux_3: 0.6647 (0.6890)  loss_bbox_aux_3: 0.1429 (0.1516)  loss_giou_aux_3: 0.4127 (0.4469)  loss_vfl_aux_4: 0.6445 (0.6814)  loss_bbox_aux_4: 0.1486 (0.1509)  loss_giou_aux_4: 0.4178 (0.4455)  loss_vfl_aux_5: 0.7587 (0.7606)  loss_bbox_aux_5: 0.1765 (0.1954)  loss_giou_aux_5: 0.4867 (0.5256)  loss_vfl_dn_0: 0.4418 (0.4440)  loss_bbox_dn_0: 0.2379 (0.2606)  loss_giou_dn_0: 0.4885 (0.5454)  loss_vfl_dn_1: 0.3770 (0.3778)  loss_bbox_dn_1: 0.1680 (0.1904)  loss_giou_dn_1: 0.3808 (0.4372)  loss_vfl_dn_2: 0.3536 (0.3604)  loss_bbox_dn_2: 0.1566 (0.1700)  loss_giou_dn_2: 0.3612 (0.4086)  loss_vfl_dn_3: 0.3511 (0.3541)  loss_bbox_dn_3: 0.1526 (0.1650)  loss_giou_dn_3: 0.3571 (0.4016)  loss_vfl_dn_4: 0.3480 (0.3514)  loss_bbox_dn_4: 0.1531 (0.1633)  loss_giou_dn_4: 0.3555 (0.3991)  loss_vfl_dn_5: 0.3481 (0.3507)  loss_bbox_dn_5: 0.1531 (0.1634)  loss_giou_dn_5: 0.3554 (0.3993)  time: 0.6254  data: 0.0091  max mem: 16873
Epoch: [70]  [ 5100/14785]  eta: 1:18:21  lr: 0.000100  loss: 14.5550 (15.3008)  loss_vfl: 0.6248 (0.6774)  loss_bbox: 0.1242 (0.1507)  loss_giou: 0.4414 (0.4456)  loss_vfl_aux_0: 0.7134 (0.7693)  loss_bbox_aux_0: 0.1329 (0.1618)  loss_giou_aux_0: 0.4642 (0.4673)  loss_vfl_aux_1: 0.6788 (0.7241)  loss_bbox_aux_1: 0.1263 (0.1554)  loss_giou_aux_1: 0.4590 (0.4555)  loss_vfl_aux_2: 0.6678 (0.7016)  loss_bbox_aux_2: 0.1253 (0.1529)  loss_giou_aux_2: 0.4453 (0.4503)  loss_vfl_aux_3: 0.6430 (0.6892)  loss_bbox_aux_3: 0.1234 (0.1514)  loss_giou_aux_3: 0.4436 (0.4471)  loss_vfl_aux_4: 0.6289 (0.6815)  loss_bbox_aux_4: 0.1243 (0.1507)  loss_giou_aux_4: 0.4414 (0.4458)  loss_vfl_aux_5: 0.6891 (0.7607)  loss_bbox_aux_5: 0.1670 (0.1952)  loss_giou_aux_5: 0.5022 (0.5258)  loss_vfl_dn_0: 0.4436 (0.4440)  loss_bbox_dn_0: 0.2242 (0.2603)  loss_giou_dn_0: 0.5075 (0.5455)  loss_vfl_dn_1: 0.3779 (0.3779)  loss_bbox_dn_1: 0.1462 (0.1901)  loss_giou_dn_1: 0.4001 (0.4372)  loss_vfl_dn_2: 0.3651 (0.3605)  loss_bbox_dn_2: 0.1247 (0.1697)  loss_giou_dn_2: 0.3670 (0.4087)  loss_vfl_dn_3: 0.3580 (0.3542)  loss_bbox_dn_3: 0.1172 (0.1648)  loss_giou_dn_3: 0.3569 (0.4017)  loss_vfl_dn_4: 0.3538 (0.3515)  loss_bbox_dn_4: 0.1143 (0.1631)  loss_giou_dn_4: 0.3565 (0.3991)  loss_vfl_dn_5: 0.3537 (0.3508)  loss_bbox_dn_5: 0.1143 (0.1631)  loss_giou_dn_5: 0.3569 (0.3993)  time: 0.5802  data: 0.0096  max mem: 16873
Epoch: [70]  [ 5200/14785]  eta: 1:17:50  lr: 0.000100  loss: 15.6554 (15.2997)  loss_vfl: 0.6778 (0.6774)  loss_bbox: 0.1375 (0.1506)  loss_giou: 0.4843 (0.4457)  loss_vfl_aux_0: 0.8004 (0.7693)  loss_bbox_aux_0: 0.1500 (0.1617)  loss_giou_aux_0: 0.4982 (0.4675)  loss_vfl_aux_1: 0.7523 (0.7242)  loss_bbox_aux_1: 0.1377 (0.1552)  loss_giou_aux_1: 0.4880 (0.4555)  loss_vfl_aux_2: 0.7385 (0.7016)  loss_bbox_aux_2: 0.1389 (0.1528)  loss_giou_aux_2: 0.4776 (0.4504)  loss_vfl_aux_3: 0.6930 (0.6892)  loss_bbox_aux_3: 0.1394 (0.1513)  loss_giou_aux_3: 0.4802 (0.4472)  loss_vfl_aux_4: 0.6828 (0.6815)  loss_bbox_aux_4: 0.1372 (0.1506)  loss_giou_aux_4: 0.4810 (0.4458)  loss_vfl_aux_5: 0.7567 (0.7605)  loss_bbox_aux_5: 0.1733 (0.1950)  loss_giou_aux_5: 0.5275 (0.5259)  loss_vfl_dn_0: 0.4460 (0.4441)  loss_bbox_dn_0: 0.2338 (0.2599)  loss_giou_dn_0: 0.5748 (0.5455)  loss_vfl_dn_1: 0.3837 (0.3780)  loss_bbox_dn_1: 0.1763 (0.1898)  loss_giou_dn_1: 0.4640 (0.4373)  loss_vfl_dn_2: 0.3717 (0.3606)  loss_bbox_dn_2: 0.1470 (0.1695)  loss_giou_dn_2: 0.4321 (0.4087)  loss_vfl_dn_3: 0.3669 (0.3542)  loss_bbox_dn_3: 0.1335 (0.1646)  loss_giou_dn_3: 0.4239 (0.4017)  loss_vfl_dn_4: 0.3651 (0.3515)  loss_bbox_dn_4: 0.1326 (0.1629)  loss_giou_dn_4: 0.4248 (0.3992)  loss_vfl_dn_5: 0.3642 (0.3509)  loss_bbox_dn_5: 0.1326 (0.1629)  loss_giou_dn_5: 0.4247 (0.3994)  time: 0.6025  data: 0.0092  max mem: 16873
